id,label,DE,PY,SO,TC
482,INTERPRETATION OF FORMATIVE MEASUREMENT IN INFORMATION SYSTEMS RESEARCH,Structural equation modeling; formative measurement; formative indicators; measurement theory,2009,MIS QUARTERLY,194
483,COMMUNITY LEARNING IN INFORMATION TECHNOLOGY INNOVATION,Information technology innovation; innovation community; community learning; learning-about; discourse; management fashion; organizing vision,2009,MIS QUARTERLY,32
484,INTERFIRM STRATEGIC INFORMATION FLOWS IN LOGISTICS SUPPLY CHAIN RELATIONSHIPS,Interfirm relationships; dyads; relational view; strategic information flows; IT customization; trust; dependence; relationship longevity; organization size,2009,MIS QUARTERLY,100
485,OVERLAPPING ONLINE AUCTIONS: EMPIRICAL CHARACTERIZATION OF BIDDER STRATEGIES AND AUCTION PRICES,Online auctions; overlapping auctions; Dutch auctions; English auctions; bidding strategies; impact of information on pricing,2009,MIS QUARTERLY,15
486,SELECTIVE STATUS REPORTING IN INFORMATION SYSTEMS PROJECTS: A DYADIC-LEVEL INVESTIGATION,Information systems development; project management; status reporting; communication quality; distortion,2009,MIS QUARTERLY,19
487,RESOLVING DIFFERENCE SCORE ISSUES IN INFORMATION SYSTEMS RESEARCH,Difference scores; indirect measures; polynomial regression analysis; IS SERVQUAL,2009,MIS QUARTERLY,15
488,NONLINEARITIES BETWEEN ATTITUDE AND SUBJECTIVE NORMS IN INFORMATION TECHNOLOGY ACCEPTANCE: A NEGATIVE SYNERGY?,IT acceptance; theory of complementarities; latent variable interactions; nonlinear modeling; structural equation modeling; quadratic latent variables; response surface methodology,2009,MIS QUARTERLY,30
489,Agility from First Principles: Reconstructing the Concept of Agility in Information Systems Development,agile; systems development; conceptual research; agile manufacturing; agile management,2009,INFORMATION SYSTEMS RESEARCH,104
490,Coevolving Systems and the Organization of Agile Software Development,agile software development; coevolving systems; complex adaptive systems; time-pacing; rhythm; mindfulness; innovation,2009,INFORMATION SYSTEMS RESEARCH,60
491,A Control Theory Perspective on Agile Methodology Use and Changing User Requirements,agile methodologies; agility; control theory; requirements uncertainty; software development; teams,2009,INFORMATION SYSTEMS RESEARCH,62
492,Control of Flexible Software Development Under Uncertainty,control theory; uncertainty; flexible development; agile development; emergent outcome control,2009,INFORMATION SYSTEMS RESEARCH,33
493,Crossing Spatial and Temporal Boundaries in Globally Distributed Projects: A Relational Model of Coordination Delay,virtual teams; computer-mediated communication and collaboration,2009,INFORMATION SYSTEMS RESEARCH,51
494,Exploring Agility in Distributed Information Systems Development Teams: An Interpretive Study in an Offshoring Context,agility; global software development; distributed information systems development; virtual teamwork; offshoring; insourcing; interpretive study; case study,2009,INFORMATION SYSTEMS RESEARCH,61
495,"Business Models for Monetizing Internet Applications and Web Sites: Experience, Theory, and Predictions",business models for the Internet; future of online advertising; monetizing the Internet; strategic information systems,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,28
496,An Empirical Investigation of the Value of Integrating Enterprise Information Systems: The Case of Medical Imaging Informatics,business-value; electronic medical research; empirical regularities; empirical research; enterprise information systems; health care; radiology information systems; satisfaction; systems integration,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,18
497,Information Personalization in a Two-Dimensional Product Differentiation Model,game theory; horizontal and vertical differentiation; market structure; personalization; quality-fit ratio,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,9
498,Information Security: Facilitating User Precautions Vis-a-Vis Enforcement Against Attackers,enforcement; facilitation; information security; mass attacks; targeted attacks,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11
499,Effects of Organizational Learning and Knowledge Transfer on Investment Decisions Under Uncertainty,economic analysis; game theory; investment under uncertainty; knowledge transfer; organizational learning; signal jamming,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,2
500,A Learning Model of Information Technology Outsourcing: Normative Implications,coordination; economic analysis; IT outsourcing; knowledge; modeling; organizational learning; outsourcing; production costs; vendor-client relationship,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,8
501,"The Unified Procurement Strategy for Enterprise Software: A Test of the ""Move to the Middle"" Hypothesis","competitive strategy; enterprise software; industry structure; IT procurement; middle range theory development; ""move to the middle"" hypothesis; opportunism risk; software stacks; unified procurement",2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,11
502,"A Transaction Cost Perspective of the ""Software as a Service"" Business Model",application service providers; contract choice; logit models; transaction cost economics,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,35
503,Individual Swift Trust and Knowledge-Based Trust in Face-to-Face and Virtual Team Members,Cognitive trust; computer-mediated communication; initial trust; knowledge-based trust; presumptive trust; swift trust; trust; vignettes; virtual team,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,59
504,"WHY BREAK THE HABIT OF A LIFETIME? RETHINKING THE ROLES OF INTENTION, HABIT, AND EMOTION IN CONTINUING INFORMATION TECHNOLOGY USE",Continuing IT use; IT continuance; post-adoptive IT usage; automatic behavior; environmental triggers; habit; emotion; intention; cognition; reasoned action; planned behavior,2009,MIS QUARTERLY,83
505,MINIMIZING METHOD BIAS THROUGH PROGRAMMATIC RESEARCH,Construct; measurement; validity; method bias; method variance; qualitative; quantitative,2009,MIS QUARTERLY,41
506,ESTIMATING THE EFFECT OF COMMON METHOD VARIANCE: THE METHOD-METHOD PAIR TECHNIQUE WITH AN ILLUSTRATION FROM TAM RESEARCH,Common method variance; common method bias; meta-analysis; perceived usefulness; use; system use; usage; technology acceptance model,2009,MIS QUARTERLY,80
507,WEB STRATEGIES TO PROMOTE INTERNET SHOPPING: IS CULTURAL-CUSTOMIZATION NEEDED?,Cross-cultural study; Internet shopping; trust; web strategies,2009,MIS QUARTERLY,80
508,THE INTEGRATIVE FRAMEWORK OF TECHNOLOGY USE: AN EXTENSION AND TEST,Longitudinal study; panel model; technology use; continued use; theory of planned behavior (TPB); process model of memory; path analysis,2009,MIS QUARTERLY,52
509,EXPLORING HUMAN IMAGES IN WEBSITE DESIGN: A MULTI-METHOD APPROACH,Human images; image appeal; trust; social presence; website design; culture; multi-methodology; eye tracking,2009,MIS QUARTERLY,78
510,INVESTIGATING USER RESISTANCE TO INFORMATION SYSTEMS IMPLEMENTATION: A STATUS QUO BIAS PERSPECTIVE,User resistance; IS implementation; status quo bias theory,2009,MIS QUARTERLY,124
511,DIVIDED BY A COMMON LANGUAGE? A RESPONSE TO MARSHALL SCOTT POOLE, ,2009,MIS QUARTERLY,5
512,"THE EVOLUTION OF RISK IN INFORMATION SYSTEMS OFFSHORING: THE IMPACT OF HOME COUNTRY RISK, FIRM LEARNING, AND COMPETITIVE DYNAMICS",IS offshoring; risk; FDI; offshore outsourcing; firm experience; empirical; longitudinal,2009,MIS QUARTERLY,24
513,OFFSHORE INFORMATION SYSTEMS PROJECT SUCCESS: THE ROLE OF SOCIAL EMBEDDEDNESS AND CULTURAL CHARACTERISTICS,Offshoring; social embeddedness; project management; agency theory; culture; multilevel,2009,MIS QUARTERLY,70
514,Antecedents of IS Strategic Alignment: A Nomological Network,IS leadership; chief information officer; IS strategic alignment; shared understanding; strategic management of IT; top management team; matched-pair questionnaire surveys,2009,INFORMATION SYSTEMS RESEARCH,65
515,Governance-Knowledge Fit in Systems Development Projects,systems development; project governance; decision rights; governance-knowledge fit; middle-range theory; project management,2009,INFORMATION SYSTEMS RESEARCH,26
516,Configuration of and Interaction Between Information Security Technologies: The Case of Firewalls and Intrusion Detection Systems,information security; software configuration; information security technologies; firewalls; intrusion detection systems; economics of information systems; analytical modeling,2009,INFORMATION SYSTEMS RESEARCH,18
517,Willingness to Pay in an Open Source Software Environment,software piracy; intellectual property; open source software; willingness to pay; contingent valuation,2009,INFORMATION SYSTEMS RESEARCH,10
518,"Trust and Satisfaction, Two Stepping Stones for Successful E-Commerce Relationships: A Longitudinal Exploration",trust in e-commerce; consumer satisfaction; purchase and repurchase intentions in B2C e-commerce; e-loyalty; extended valence framework; expectation-confirmation theory,2009,INFORMATION SYSTEMS RESEARCH,111
519,Demand Heterogeneity in IT Infrastructure Services: Modeling and Evaluation of a Dynamic Approach to Defining Service Levels,IT services; service level agreements; outsourcing; simulation,2009,INFORMATION SYSTEMS RESEARCH,9
520,"Social Interactions and the ""Digital Divide"": Explaining Variations in Internet Use",social interactions; digital divide; peer effects; instrumental variables; fixed effects; residential isolation; Internet use,2009,INFORMATION SYSTEMS RESEARCH,52
521,From Association to Causation via a Potential Outcomes Approach,business value of IT; returns on MBA; causal analysis; propensity score; matching estimator; counterfactual approach; treatment effect heterogeneity; selection on unobservables; sensitivity analysis; MBA; IT professionals,2009,INFORMATION SYSTEMS RESEARCH,26
522,A Meta-Theory for Understanding Information Systems Within Sociotechnical Systems,adaptive structuration theory; conceptual model; meta-theory; technology-mediated learning; virtual teams,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,27
523,Decentralization in Wikipedia Governance,governance; online communities; self-organizing systems; Wikipedia,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,51
524,Engaging Group E-Learning in Virtual Worlds,business education; e-learning; MMOG; MMORPG; online learning; social presence; virtual engagement; virtual worlds,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,35
525,Chaos Theory as a Lens for Interpreting Blogging,blogging; blogosphere; blogosphere structure; blog traffic; chaos theory; global financial crisis; knowledge management,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,6
526,Managing Knowledge in Light of Its Evolution Process: An Empirical Study on Citation Network-Based Patent Classification,citation analysis; classification; kernel-based method; knowledge management; machine learning; patent management,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,7
527,The CMC Interactivity Model: How Interactivity Enhances Communication Quality and Process Satisfaction in Lean-Media Groups,audience response systems; CMC interactivity model (CMCIM); collaboration; human-computer interaction (HCI); interactivity; large groups; ultra-lean interactive media; ultra-lean interactivity,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,37
528,Leveraging Crowdsourcing: Activation-Supporting Components for IT-Based Ideas Competition,activation; crowdsourcing; ERP software; ideas competition; incentives; motivation; open innovation; theory-driven design,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,121
529,A Design Approach for Collaboration Processes: A Multimethod Design Science Study in Collaboration Engineering,collaboration engineering; design science; facilitation; group support systems (GSS); pattern language,2009,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,36
